timestamp,host,device_type,gpu_name,cpu_name,torch_version,os,kernel,python_version,ram_total_gb,ram_available_gb,disk_usage_pct,cpu_util,arch,dataset_root,batch_size,workers,epochs,params_m,flops_g_per_image,model_size_mb,arithmetic_intensity,total_time_s,peak_gpu_mem_mb,process_rss_gb,gpu_util,train_batches,train_batch_time_avg_s,train_data_time_avg_s,train_batch_time_std_s,train_epoch_time_s,train_throughput_img_s,train_achieved_gflops_s,val_batches,val_batch_time_avg_s,val_data_time_avg_s,val_batch_time_std_s,val_epoch_time_s,val_throughput_img_s,val_acc1,val_acc5,val_achieved_gflops_s,achieved_tflops_train,achieved_tflops_val
2025-11-12T22:05:50Z,10-17-48-245.dynapool.wireless.nyu.edu,mps,N/A,arm,2.7.0,Darwin,25.0.0,3.12.6,18.0,2.388,24.6,0.0,resnet50,tiny-imagenet-200,128,8,1,25.557,4.1337,97.8021,0.0423,2301.5664,N/A,0.186,N/A,782,2.751681,0.048534,N/A,2192.098553,45.662,192.287383,79,0.878397,N/A,N/A,109.467895,92.374,2.46,10.55,602.362963,0.192287,0.602363
